,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type,CHARSET1,SERVER1,WHOIS_COUNTRY1,WHOIS_STATEPRO1,WHOIS_REGDATE1,WHOIS_UPDATED_DATE1,TCP_CONVERSATION_EXCHANGE1,DIST_REMOTE_TCP_PORT1,REMOTE_IPS1,APP_BYTES1,SOURCE_APP_PACKETS1,REMOTE_APP_PACKETS1,SOURCE_APP_BYTES1,REMOTE_APP_BYTES1,APP_PACKETS1,DNS_QUERY_TIMES1
1385,71,14,544,49,8992.0,82,43,1,5,593,763,593,593,593,590,590,593,593,892.0,1,676,49,84,45,1,5,657,916,657,657,655,590,590,655,655,976.0
1386,71,13,544,49,-1.0,1054,30,30,29,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,30,30,29,657,916,657,657,655,590,590,655,655,976.0
1387,71,13,544,49,11988.0,1054,369,47,47,3,151,107,1,5,1,1,1,5,171.0,1,676,49,1103,372,47,47,3,151,134,1,5,1,1,1,5,213.0
1388,71,12,382,175,34.0,82,43,1,4,5,763,76,2,7,6,1,1,7,276.0,1,427,175,84,45,1,4,6,916,80,2,7,7,1,1,7,309.0
1389,71,12,544,295,13522.0,1054,369,1,1,6,10,28,1,7,15,1,1,7,171.0,1,676,386,1103,372,1,1,6,10,30,1,7,15,1,1,7,213.0
1390,71,11,359,1,-1.0,19,17,14,4,13,67,107,1,12,10,1,1,12,276.0,1,379,1,21,19,14,6,13,69,134,1,14,12,1,1,14,309.0
1391,71,12,359,2,318.0,8,290,2,5,14,151,107,1,20,27,1,1,20,276.0,1,379,2,9,362,2,5,17,151,134,1,26,31,1,1,26,309.0
1392,71,14,359,162,337.0,241,290,76,79,10,8,76,1,16,12,1,2,16,90.0,1,379,211,306,362,127,139,10,8,80,1,18,15,1,2,18,105.0
1393,71,11,359,30,-1.0,1054,369,25,31,19,6,112,2,12,15,1,1,12,90.0,1,379,30,1103,372,25,31,23,6,128,2,13,15,1,1,13,105.0
1394,71,14,544,49,-1.0,241,290,2,1,23,8,112,1,18,27,2,1,18,171.0,1,676,49,306,362,2,1,30,8,128,1,23,31,2,1,23,213.0
1395,71,12,544,49,-1.0,1054,30,30,29,3,2,76,1,4,3,1,1,4,171.0,1,676,49,1103,30,30,29,3,2,80,1,4,3,1,1,4,213.0
1396,71,11,544,20,13596.0,9,1,76,79,42,77,112,1,21,26,1,1,21,276.0,1,676,20,10,1,127,139,56,78,128,1,24,31,1,1,24,309.0
1397,71,11,151,50,324.0,2,369,1,2,593,763,593,593,593,590,590,593,593,892.0,1,155,51,3,372,1,2,657,916,657,657,655,590,590,655,655,976.0
1398,71,15,151,110,324.0,3,290,1,1,593,763,593,593,593,590,590,593,593,892.0,1,155,113,3,362,1,1,657,916,657,657,655,590,590,655,655,976.0
1399,72,14,151,88,324.0,82,43,1,3,593,763,593,593,593,590,590,593,593,892.0,1,155,94,84,45,1,3,657,916,657,657,655,590,590,655,655,976.0
1400,72,14,359,162,31624.0,5,8,5,5,593,763,593,593,593,590,590,593,593,892.0,1,379,211,5,8,5,5,657,916,657,657,655,590,590,655,655,976.0
1401,72,16,359,1,-1.0,1054,75,13,26,593,763,593,593,593,590,590,593,593,892.0,1,379,1,1103,75,13,27,657,916,657,657,655,590,590,655,655,976.0
1402,72,12,544,175,-1.0,3,290,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,175,5,362,1,1,657,916,657,657,655,590,590,655,655,976.0
1403,72,12,151,110,1853.0,1054,75,1,3,593,763,593,593,593,590,590,593,593,892.0,1,155,113,1103,75,1,3,657,916,657,657,655,590,590,655,655,976.0
1404,72,12,382,295,-1.0,1054,29,17,30,593,763,593,593,593,590,590,593,593,892.0,1,427,386,1103,29,17,30,657,916,657,657,655,590,590,655,655,976.0
1405,72,15,544,1,-1.0,1054,369,1,1,10,16,89,1,7,5,1,1,7,171.0,1,676,1,1103,372,1,1,11,16,97,1,7,5,1,1,7,213.0
1406,72,13,544,3,-1.0,241,290,76,79,25,8,76,2,29,22,1,1,29,892.0,1,676,3,306,362,127,139,30,8,80,2,34,24,1,1,34,976.0
1407,72,14,359,50,14092.0,1054,10,2,3,25,49,112,4,21,33,1,4,21,892.0,1,379,51,1103,10,2,3,32,53,128,4,24,35,1,4,24,976.0
1408,72,12,544,49,-1.0,1054,30,30,29,9,6,62,1,14,18,1,1,14,171.0,1,676,49,1103,30,30,29,10,6,67,1,14,18,1,1,14,213.0
1409,72,9,382,2,2819.0,3,1,4,1,11,77,8,1,5,20,1,1,5,171.0,1,427,2,3,1,4,1,13,78,8,1,7,26,1,1,7,213.0
1410,72,15,382,175,33528.0,241,290,76,79,19,67,112,1,24,12,1,1,24,276.0,1,427,175,306,362,127,139,26,69,128,1,26,15,1,1,26,309.0
1411,72,12,121,295,363.0,2,290,2,18,13,77,107,1,12,11,1,1,12,276.0,1,134,386,2,362,2,18,13,78,134,1,14,11,1,1,14,309.0
1412,72,13,359,295,1832.0,241,290,1,1,25,763,168,2,16,22,2,2,16,171.0,1,379,386,306,362,1,1,31,916,183,2,21,24,2,2,21,213.0
1413,72,12,151,1,324.0,6,1,2,1,2,763,148,1,2,1,1,1,2,276.0,1,155,1,6,1,2,1,2,916,191,1,2,1,1,1,2,309.0
1414,72,14,544,162,-1.0,19,17,5,5,593,763,593,593,593,590,590,593,593,892.0,1,676,211,21,19,5,5,657,916,657,657,655,590,590,655,655,976.0
1415,72,11,121,20,-1.0,1054,2,1,1,593,763,593,593,593,590,590,593,593,892.0,1,134,20,1103,2,1,1,657,916,657,657,655,590,590,655,655,976.0
1416,72,11,382,162,1145.0,1054,15,1,4,593,763,593,593,593,590,590,593,593,892.0,1,427,211,1103,15,1,4,657,916,657,657,655,590,590,655,655,976.0
1417,73,14,544,88,-1.0,1054,4,3,3,593,763,593,593,593,590,590,593,593,892.0,1,676,94,1103,5,3,3,657,916,657,657,655,590,590,655,655,976.0
1418,73,17,382,13,13240.0,1054,20,1,1,593,763,593,593,593,590,590,593,593,892.0,1,427,13,1103,23,1,1,657,916,657,657,655,590,590,655,655,976.0
1419,73,13,121,24,-1.0,1054,29,17,30,593,763,593,593,593,590,590,593,593,892.0,1,134,25,1103,29,17,30,657,916,657,657,655,590,590,655,655,976.0
1420,73,14,359,175,32103.0,1054,75,1,2,593,763,593,593,593,590,590,593,593,892.0,1,379,175,1103,75,1,2,657,916,657,657,655,590,590,655,655,976.0
1421,73,15,121,162,484.0,1054,56,1,2,593,763,593,593,593,590,590,593,593,892.0,1,134,211,1103,58,1,2,657,916,657,657,655,590,590,655,655,976.0
1422,73,13,121,24,-1.0,1054,29,17,30,593,763,593,593,593,590,590,593,593,892.0,1,134,25,1103,29,17,30,657,916,657,657,655,590,590,655,655,976.0
1423,73,13,121,24,-1.0,1054,29,17,30,9,16,107,1,14,9,1,1,14,171.0,1,134,25,1103,29,17,30,10,17,134,1,14,9,1,1,14,213.0
1424,73,15,121,4,330.0,1054,369,1,1,593,763,593,593,593,590,590,593,593,892.0,1,134,4,1103,372,1,1,657,916,657,657,655,590,590,655,655,976.0
1425,73,15,359,295,44491.0,82,43,10,12,1,763,70,1,1,1,1,1,1,101.0,1,379,386,84,45,10,13,2,916,101,1,1,1,1,1,1,142.0
1426,73,11,544,4,12487.0,1054,8,1,1,21,16,21,3,24,24,1,4,24,892.0,1,676,4,1103,8,1,1,27,17,21,3,26,26,1,4,26,976.0
1427,73,11,544,49,3674.0,1054,369,47,47,26,151,70,20,22,41,24,20,22,892.0,1,676,49,1103,372,47,47,28,151,101,20,25,48,24,20,25,976.0
1428,73,17,544,88,-1.0,11,1,1,1,21,60,62,2,23,12,1,2,23,892.0,1,676,94,11,1,1,1,30,60,67,2,35,18,1,2,35,976.0
1429,73,15,382,2,3591.0,1054,369,2,3,25,67,168,1,20,11,1,3,20,171.0,1,427,2,1103,372,2,3,30,69,183,1,26,11,1,3,26,213.0
1430,73,12,544,20,17908.0,241,290,1,1,23,16,168,1,29,20,1,1,29,171.0,1,676,20,306,362,1,1,26,17,183,1,31,28,1,1,31,213.0
1431,73,13,382,1,18901.0,1054,21,1,2,5,60,107,1,8,7,1,1,8,276.0,1,427,1,1103,22,1,2,5,60,134,1,8,7,1,1,8,309.0
1432,73,12,544,49,-1.0,1054,30,30,29,5,4,112,1,8,2,1,1,8,171.0,1,676,49,1103,30,30,29,6,4,128,1,8,2,1,1,8,213.0
1433,73,17,544,2,-1.0,1054,369,59,59,593,763,593,593,593,590,590,593,593,892.0,1,676,2,1103,372,59,59,657,916,657,657,655,590,590,655,655,976.0
1434,74,11,382,88,-1.0,0,0,0,3,21,763,168,1,14,22,0,1,14,90.0,0,427,94,4,4,3,7,30,916,183,3,19,29,2,4,19,105.0
1435,74,12,151,50,324.0,1054,5,1,18,593,763,593,593,593,590,590,593,593,892.0,1,155,51,1103,5,1,18,657,916,657,657,655,590,590,655,655,976.0
1436,74,15,544,20,46884.0,241,290,4,5,47,763,70,20,36,9,9,20,36,892.0,1,676,20,306,362,4,5,53,916,101,20,38,43,43,20,38,976.0
1437,74,13,544,49,-1.0,1054,30,30,29,26,151,70,20,22,41,24,20,22,892.0,1,676,49,1103,30,30,29,28,151,101,20,25,48,24,20,25,976.0
1438,74,12,151,110,324.0,82,1,1,3,44,67,148,9,43,34,2,9,43,892.0,1,155,113,84,1,1,3,48,69,191,9,43,40,2,9,43,976.0
1439,74,16,544,162,-1.0,1054,15,2,1,47,54,168,3,29,22,2,4,29,171.0,1,676,211,1103,15,2,1,53,106,183,3,34,25,2,4,34,213.0
1440,74,13,359,175,-1.0,1054,10,1,5,21,54,107,2,18,27,1,1,18,276.0,1,379,175,1103,10,1,5,24,106,134,2,23,31,1,1,23,309.0
1441,75,13,544,295,193.0,1054,20,0,2,47,763,89,0,16,31,0,0,16,101.0,0,676,386,1103,23,1,3,53,916,97,1,20,42,1,1,20,142.0
1442,75,15,544,49,8417.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
1443,75,16,382,175,-1.0,1054,15,2,3,18,151,62,1,11,6,1,1,11,90.0,1,427,175,1103,15,2,3,18,151,67,1,11,6,1,1,11,105.0
1444,75,14,544,1,4721.0,1054,369,59,59,45,151,148,20,39,34,8,20,39,892.0,1,676,1,1103,372,59,59,48,151,191,20,42,40,8,20,42,976.0
1445,75,13,151,110,324.0,241,290,2,6,25,8,76,1,16,24,1,1,16,276.0,1,155,113,306,362,2,6,30,8,80,1,17,26,1,1,17,309.0
1446,75,14,359,49,-1.0,1054,369,2,1,11,8,9,2,10,11,2,2,10,19.0,1,379,49,1103,372,2,1,13,9,9,2,10,11,2,2,10,19.0
1447,75,12,544,3,-1.0,1054,63,3,3,593,763,593,593,593,590,590,593,593,892.0,1,676,3,1103,65,3,3,657,916,657,657,655,590,590,655,655,976.0
1448,75,15,382,88,-1.0,1054,60,1,2,593,763,593,593,593,590,590,593,593,892.0,1,427,94,1103,61,1,2,657,916,657,657,655,590,590,655,655,976.0
1449,76,13,382,2,92183.0,82,9,2,2,32,67,107,2,16,40,10,2,16,892.0,1,427,14,84,9,2,2,35,69,134,2,20,40,10,2,20,976.0
1450,76,15,382,175,12368.0,1054,369,8,10,10,763,107,1,8,3,1,1,8,90.0,1,427,175,1103,372,8,10,11,916,134,1,8,4,1,1,8,105.0
1451,76,12,151,110,324.0,241,290,3,2,19,8,112,1,12,15,1,2,12,171.0,1,155,113,306,362,3,2,23,8,128,1,14,16,1,2,14,213.0
1452,76,13,151,50,324.0,241,290,1,79,19,49,89,1,18,24,1,1,18,171.0,1,155,51,306,362,1,139,26,53,97,1,23,26,1,1,23,213.0
1453,76,12,544,295,9672.0,1054,1,2,2,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,1,2,2,657,916,657,657,655,590,590,655,655,976.0
1454,76,14,544,1,17721.0,241,290,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,1,306,362,1,1,657,916,657,657,655,590,590,655,655,976.0
1455,77,15,151,110,324.0,1054,29,9,8,44,49,168,18,43,33,5,18,43,892.0,1,155,113,1103,29,9,8,48,53,183,18,43,35,6,18,43,976.0
1456,77,13,382,295,-1.0,1054,29,17,30,23,49,41,1,22,23,1,1,22,892.0,1,427,386,1103,29,17,30,26,49,42,1,26,27,1,1,26,976.0
1457,77,14,151,110,324.0,1054,23,1,1,37,151,112,12,37,40,10,12,37,892.0,1,155,113,1103,24,1,1,39,151,128,12,38,40,10,12,38,976.0
1458,77,14,382,2,-1.0,241,290,1,3,12,49,41,1,9,11,1,1,9,101.0,1,427,2,306,362,1,3,12,49,42,1,11,11,1,1,11,142.0
1459,77,14,544,49,22409.0,1054,369,47,47,9,763,112,1,8,15,1,1,8,276.0,1,676,49,1103,372,47,47,10,916,128,1,14,16,1,1,14,309.0
1460,77,13,359,5,63049.0,1054,8,6,6,18,54,107,2,16,8,1,2,16,19.0,1,379,8,1103,8,6,6,18,106,134,2,18,10,1,2,18,19.0
1461,77,14,359,30,-1.0,1054,369,25,31,14,10,168,1,8,8,1,2,8,171.0,1,379,30,1103,372,25,31,17,10,183,1,14,9,1,2,14,213.0
1462,78,10,359,295,23146.0,1054,75,9,30,593,763,593,593,593,590,590,593,593,892.0,1,379,386,1103,75,9,30,657,916,657,657,655,590,590,655,655,976.0
1463,78,16,544,88,-1.0,1054,4,3,3,21,54,168,1,22,22,1,1,22,171.0,1,676,94,1103,5,3,3,30,106,183,1,26,29,1,1,26,213.0
1464,78,17,544,4,-1.0,1054,369,59,59,593,763,593,593,593,590,590,593,593,892.0,1,676,4,1103,372,59,59,657,916,657,657,655,590,590,655,655,976.0
1465,78,11,544,88,-1.0,1054,63,1,8,23,31,41,1,22,24,1,1,22,892.0,1,676,94,1103,65,1,8,26,31,42,1,26,27,1,1,26,976.0
1466,78,15,121,295,13.0,11,1,1,2,47,763,168,4,36,9,9,4,36,892.0,1,134,386,11,1,1,3,53,916,183,4,38,43,43,4,38,976.0
1467,78,16,544,49,9313.0,1054,369,47,47,17,60,41,2,14,12,2,2,14,892.0,1,676,49,1103,372,47,47,18,60,42,2,16,18,2,2,16,976.0
1468,78,13,544,175,28508.0,1054,75,2,3,47,60,89,11,36,31,4,11,36,892.0,1,676,175,1103,75,2,3,53,60,97,11,38,42,4,11,38,976.0
1469,78,15,382,7,9.0,1054,8,1,2,47,60,89,3,36,31,9,2,36,892.0,1,427,7,1103,8,1,2,53,60,97,3,38,42,9,2,38,976.0
1470,78,13,544,2,-1.0,1054,369,59,59,11,5,148,1,5,9,1,1,5,90.0,1,676,2,1103,372,59,59,13,5,191,1,5,9,1,1,5,105.0
1471,78,10,359,295,23144.0,1054,75,9,30,4,151,28,1,11,8,1,1,11,171.0,1,379,386,1103,75,9,30,4,151,30,1,11,8,1,1,11,213.0
1472,78,12,544,3,13707.0,1054,63,3,3,23,60,112,1,18,19,1,1,18,276.0,1,676,3,1103,65,3,3,30,60,128,1,23,23,1,1,23,309.0
1473,78,13,382,50,11.0,1054,63,8,9,5,763,168,2,4,5,2,2,4,276.0,1,427,51,1103,65,8,9,5,916,183,2,4,5,2,2,4,309.0
1474,78,12,544,49,-1.0,1054,30,30,29,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,30,30,29,657,916,657,657,655,590,590,655,655,976.0
1475,78,17,121,295,-1.0,1054,29,17,30,593,763,593,593,593,590,590,593,593,892.0,1,134,386,1103,29,17,30,657,916,657,657,655,590,590,655,655,976.0
1476,78,16,382,1,2743.0,1054,369,1,3,25,49,25,1,16,8,1,1,16,276.0,1,427,1,1103,372,2,3,30,53,25,1,17,9,1,1,17,309.0
1477,79,13,382,15,1245.0,1054,1,1,1,593,763,593,593,593,590,590,593,593,892.0,1,427,15,1103,1,1,1,657,916,657,657,655,590,590,655,655,976.0
1478,79,14,382,175,6748.0,82,3,2,1,593,763,593,593,593,590,590,593,593,892.0,1,427,175,84,3,2,1,657,916,657,657,655,590,590,655,655,976.0
1479,79,14,359,88,-1.0,1054,20,1,1,593,763,593,593,593,590,590,593,593,892.0,1,379,94,1103,23,1,1,657,916,657,657,655,590,590,655,655,976.0
1480,79,9,544,175,53420.0,1054,15,2,3,593,763,593,593,593,590,590,593,593,892.0,1,676,175,1103,15,2,3,657,916,657,657,655,590,590,655,655,976.0
1481,79,15,544,20,46887.0,1054,7,4,5,593,763,593,593,593,590,590,593,593,892.0,1,676,20,1103,10,4,5,657,916,657,657,655,590,590,655,655,976.0
1482,79,15,544,295,-1.0,1054,56,1,1,37,151,112,12,37,33,5,12,37,892.0,1,676,386,1103,58,1,1,39,151,128,12,38,35,5,12,38,976.0
1483,79,16,382,2,11593.0,1054,19,1,26,17,54,168,1,14,24,2,1,14,171.0,1,427,2,1103,19,1,27,18,106,183,1,19,26,2,1,19,213.0
1484,79,15,544,1,-1.0,241,290,1,8,27,763,112,1,22,40,1,1,22,101.0,1,676,1,306,362,1,8,36,916,128,1,26,40,1,1,26,142.0
1485,80,16,544,175,7240.0,1054,45,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,175,1103,57,1,1,657,916,657,657,655,590,590,655,655,976.0
1486,80,12,544,295,471.0,1054,369,1,10,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,372,1,10,657,916,657,657,655,590,590,655,655,976.0
1487,80,12,544,49,38149.0,1054,369,47,47,3,763,107,1,5,3,1,1,5,276.0,1,676,49,1103,372,47,47,4,916,134,1,7,3,1,1,7,309.0
1488,80,15,544,175,-1.0,1054,369,8,10,593,763,593,593,593,590,590,593,593,892.0,1,676,175,1103,372,8,10,657,916,657,657,655,590,590,655,655,976.0
1489,80,13,359,88,-1.0,1054,369,25,31,3,4,21,1,3,3,1,1,3,19.0,1,379,94,1103,372,25,31,5,4,21,1,3,4,1,1,3,19.0
1490,80,17,382,4,8619.0,1,2,1,8,21,8,168,1,24,23,1,1,24,892.0,1,427,5,1,2,1,8,27,9,183,1,26,27,1,1,26,976.0
1491,80,14,151,110,324.0,241,290,8,10,44,67,148,18,43,40,9,18,43,892.0,1,155,113,306,362,8,10,48,69,191,18,43,40,9,18,43,976.0
1492,80,13,382,5,-1.0,241,290,1,1,25,54,112,1,19,21,1,1,19,276.0,1,427,5,306,362,1,2,27,106,128,1,21,25,1,1,21,309.0
1493,80,11,151,110,324.0,1054,369,2,26,18,21,62,2,11,27,2,2,11,90.0,1,155,113,1103,372,2,27,18,21,67,2,11,31,2,2,11,105.0
1494,80,16,544,49,-1.0,1054,30,30,29,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,30,30,29,657,916,657,657,655,590,590,655,655,976.0
1495,80,13,544,49,11326.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
1496,80,12,121,295,236.0,1054,5,2,4,593,763,593,593,593,590,590,593,593,892.0,1,134,386,1103,6,2,4,657,916,657,657,655,590,590,655,655,976.0
1497,81,17,359,2,-1.0,1054,45,0,1,593,763,593,593,593,9,9,593,593,892.0,0,379,14,1103,57,12,13,657,916,657,657,655,43,43,655,655,976.0
1498,81,17,359,2,-1.0,1054,45,0,1,593,763,593,593,593,9,9,593,593,892.0,0,379,14,1103,57,12,13,657,916,657,657,655,43,43,655,655,976.0
1499,81,14,544,49,10527.0,1054,369,47,47,1,25,2,1,5,3,1,1,5,276.0,1,676,49,1103,372,47,47,1,26,2,1,5,3,1,1,5,309.0
1500,81,18,121,24,213.0,1054,1,1,2,21,60,70,1,16,23,1,2,16,276.0,1,134,25,1103,1,1,2,30,60,101,1,21,27,1,2,21,309.0
1501,81,16,151,110,324.0,1054,29,9,8,10,77,70,8,10,8,6,8,10,892.0,1,155,113,1103,29,9,8,13,78,101,8,14,42,6,9,14,976.0
1502,81,15,544,295,-1.0,241,290,76,79,2,16,25,2,4,6,1,1,4,90.0,1,676,386,306,362,127,139,2,16,25,2,4,6,1,1,4,105.0
1503,81,13,151,110,324.0,1054,75,1,1,25,54,148,1,24,19,1,1,24,171.0,1,155,113,1103,75,1,1,27,106,191,1,26,23,1,1,26,213.0
1504,81,11,544,88,-1.0,1054,63,3,3,25,77,89,1,8,27,1,1,8,90.0,1,676,94,1103,65,3,3,30,78,97,1,14,31,1,1,14,105.0
1505,81,16,544,88,-1.0,1054,60,2,4,27,763,168,1,14,21,1,1,14,276.0,1,676,94,1103,61,2,4,36,916,183,1,19,25,1,1,19,309.0
1506,81,15,382,295,-1.0,1054,8,1,1,23,763,168,1,15,16,1,1,15,276.0,1,427,386,1103,8,1,1,26,916,183,1,21,21,1,1,21,309.0
1507,81,12,382,295,4897.0,1054,5,1,1,10,151,62,2,5,9,2,3,5,276.0,1,427,386,1103,5,1,2,11,151,67,2,7,9,2,3,7,309.0
1508,82,17,359,2,-1.0,1054,45,0,1,593,763,593,593,593,9,9,593,593,892.0,0,379,14,1103,57,12,13,657,916,657,657,655,43,43,655,655,976.0
1509,82,17,359,2,-1.0,1054,45,0,1,593,763,593,593,593,8,1,593,593,892.0,0,379,14,1103,57,12,13,657,916,657,657,655,42,29,655,655,976.0
1510,82,17,359,2,-1.0,1054,45,0,1,593,763,593,593,593,9,9,593,593,892.0,0,379,14,1103,57,12,13,657,916,657,657,655,43,43,655,655,976.0
1511,82,17,359,2,-1.0,1054,45,0,1,593,763,593,593,593,9,9,593,593,892.0,0,379,14,1103,57,12,13,657,916,657,657,655,43,43,655,655,976.0
1512,82,13,382,4,8521.0,19,17,1,2,47,151,89,11,36,31,4,11,36,892.0,1,427,8,21,19,1,2,53,151,97,11,38,42,4,11,38,976.0
1513,82,17,151,110,324.0,1054,63,1,1,44,67,148,18,43,34,5,18,43,892.0,1,155,113,1103,65,1,1,48,69,191,18,43,40,6,18,43,976.0
1514,82,14,544,175,-1.0,241,290,4,2,44,151,148,18,43,40,9,18,43,892.0,1,676,175,306,362,4,2,48,151,191,18,43,40,9,18,43,976.0
1515,82,17,382,13,9101.0,241,290,2,3,23,60,107,2,19,20,3,2,19,90.0,1,427,13,306,362,2,3,26,60,134,2,22,28,3,2,22,105.0
1516,82,17,544,88,-1.0,1054,60,1,1,26,763,70,1,43,34,2,1,43,101.0,1,676,94,1103,61,1,14,28,916,101,1,43,40,2,1,43,142.0
1517,82,13,151,110,324.0,1054,5,3,2,16,7,89,1,10,8,1,1,10,171.0,1,155,113,1103,5,3,2,16,7,97,1,10,11,1,1,10,213.0
1518,82,18,544,49,53520.0,1054,369,47,47,5,77,107,1,10,1,1,1,10,276.0,1,676,49,1103,372,47,47,5,78,134,1,10,2,1,1,10,309.0
1519,82,12,382,295,-1.0,1054,5,1,2,593,763,593,593,593,590,590,593,593,892.0,1,427,386,1103,5,1,64,657,916,657,657,655,590,590,655,655,976.0
1520,82,14,544,88,-1.0,241,290,1,2,25,31,148,2,19,24,1,2,19,171.0,1,676,94,306,362,1,3,30,31,191,2,21,27,1,2,21,213.0
1521,83,17,359,2,-1.0,1054,45,0,1,2,54,70,0,2,41,2,0,2,892.0,0,379,14,1103,57,12,13,16,106,101,8,15,48,6,8,15,976.0
1522,83,17,544,49,-1.0,1054,30,30,29,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,30,30,29,657,916,657,657,655,590,590,655,655,976.0
1523,83,11,544,295,-1.0,11,2,1,1,21,67,112,2,22,22,1,1,22,171.0,1,676,386,11,2,2,2,30,69,128,2,26,24,1,1,26,213.0
1524,83,16,544,2,-1.0,1054,63,1,5,42,151,168,7,30,41,9,7,30,892.0,1,676,2,1103,65,1,5,56,151,183,7,32,48,9,7,32,976.0
1525,83,21,544,5,2034.0,1054,23,1,5,21,25,76,2,15,20,2,2,15,276.0,1,676,6,1103,24,1,5,27,26,80,2,19,28,2,2,19,309.0
1526,83,14,359,88,-1.0,241,290,2,3,19,21,112,1,12,10,2,1,12,90.0,1,379,94,306,362,2,3,23,21,128,1,14,12,2,1,14,105.0
1527,83,15,544,49,34930.0,1054,369,47,47,15,763,168,1,14,9,1,3,14,276.0,1,676,49,1103,372,47,47,16,916,183,1,14,9,1,3,14,309.0
1528,83,19,382,7,5866.0,1,1,1,2,25,763,168,2,16,22,2,2,16,171.0,1,427,12,1,1,1,2,31,916,183,2,21,24,2,2,21,213.0
1529,83,13,382,162,162.0,1054,3,1,1,19,151,76,1,19,21,1,1,19,276.0,1,427,211,1103,3,1,1,23,151,80,1,22,25,1,1,22,309.0
1530,83,17,544,20,46886.0,241,290,4,5,593,763,593,593,593,590,590,593,593,892.0,1,676,20,306,362,4,5,657,916,657,657,655,590,590,655,655,976.0
1531,84,15,544,7,11323.0,1054,7,0,1,14,763,107,1,20,19,0,0,20,276.0,0,676,12,1103,10,1,2,17,916,134,2,26,23,1,1,26,309.0
1532,84,17,544,295,12773.0,1054,2,1,1,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,3,1,1,657,916,657,657,655,590,590,655,655,976.0
1533,84,12,382,24,23412.0,1054,56,2,1,593,763,593,593,593,590,590,593,593,892.0,1,427,25,1103,58,2,1,657,916,657,657,655,590,590,655,655,976.0
1534,84,15,359,295,8326.0,1054,9,1,1,593,763,593,593,593,590,590,593,593,892.0,1,379,386,1103,9,1,1,657,916,657,657,655,590,590,655,655,976.0
1535,84,14,382,175,-1.0,1054,369,33,36,3,11,107,1,4,4,1,1,4,171.0,1,427,175,1103,372,33,36,3,11,134,1,4,4,1,1,4,213.0
1536,84,14,544,49,11243.0,1054,369,47,47,21,16,76,2,23,22,2,3,23,892.0,1,676,49,1103,372,47,47,30,17,80,2,35,25,2,3,35,976.0
1537,85,13,544,7,8364.0,1054,7,0,5,5,763,62,0,16,8,0,1,16,171.0,0,676,12,1103,10,1,6,6,916,67,1,18,10,1,2,18,213.0
1538,85,18,382,175,-1.0,1054,15,1,3,593,763,593,593,593,590,590,593,593,892.0,1,427,175,1103,15,1,3,657,916,657,657,655,590,590,655,655,976.0
1539,85,12,544,88,-1.0,1054,63,3,3,42,49,168,8,30,31,9,9,30,892.0,1,676,94,1103,65,3,3,56,49,183,8,32,42,9,9,32,976.0
1540,85,15,544,49,27976.0,1054,369,47,47,42,49,168,5,30,31,1,5,30,892.0,1,676,49,1103,372,47,47,56,49,183,6,32,42,1,5,32,976.0
1541,86,15,544,49,-1.0,1054,369,47,47,593,763,593,593,593,590,590,593,593,892.0,1,676,49,1103,372,47,47,657,916,657,657,655,590,590,655,655,976.0
1542,86,17,544,295,58.0,1054,7,1,5,593,763,593,593,593,590,590,593,593,892.0,1,676,386,1103,7,1,5,657,916,657,657,655,590,590,655,655,976.0
1543,86,16,359,6,3500.0,1054,56,1,6,6,25,41,1,20,26,1,1,20,892.0,1,379,6,1103,58,1,7,6,26,42,1,26,31,1,1,26,976.0
1544,86,17,359,175,959.0,1054,63,1,5,32,31,62,2,16,22,1,2,16,892.0,1,379,175,1103,65,1,5,35,31,67,2,20,25,1,2,20,976.0
1545,86,13,382,2,13747.0,1054,19,1,5,23,763,148,1,15,24,1,1,15,171.0,1,427,2,1103,19,1,5,26,916,191,1,19,27,1,1,19,213.0
1546,86,16,544,49,14291.0,1054,369,47,47,3,67,28,2,4,9,1,1,4,276.0,1,676,49,1103,372,47,47,3,69,30,2,4,12,1,1,4,309.0
